index,type_l,ville,arr,n_pieces,n_chambres,surface_m2,prix,prix_m2
1586,appartement,Paris,17,5.0,3.0,220.27,2760000.0,12530.0
1587,appartement,Paris,10,2.0,1.0,60.0,670000.0,11166.0
1588,appartement,Paris,19,3.0,2.0,63.0,599000.0,9507.0
1589,appartement,Paris,14,3.0,1.0,80.0,1360000.0,17000.0
1590,appartement,Paris,4,2.0,1.0,28.63,393000.0,13726.0
1591,appartement,Paris,8,3.0,2.0,108.0,2700000.0,25000.0
1592,appartement,Paris,5,8.0,4.0,215.27,7450000.0,34607.0
1593,appartement,Paris,9,2.0,1.0,50.0,528000.0,10560.0
1594,appartement,Paris,19,1.0,0.0,12.0,108000.0,9000.0
1595,appartement,Paris,10,2.0,1.0,28.62,255000.0,8909.0
1596,appartement,Paris,16,4.0,2.0,87.36,995000.0,11389.0
1597,appartement,Paris,16,1.0,0.0,38.95,370000.0,9499.0
1598,appartement,Paris,19,3.0,2.0,80.72,750000.0,9291.0
1599,appartement,Paris,10,3.0,2.0,57.8,590000.0,10207.0
1600,appartement,Paris,16,2.0,1.0,57.42,598000.0,10414.0
1601,appartement,Paris,4,4.0,2.0,94.26,2315000.0,24559.0
1602,appartement,Paris,19,2.0,1.0,41.0,442000.0,10780.0
1603,appartement,Paris,10,4.0,2.0,76.55,740000.0,9666.0
1604,appartement,Paris,10,3.0,2.0,64.0,670000.0,10468.0
1605,appartement,Paris,10,3.0,2.0,48.0,453000.0,9437.0
1606,appartement,Paris,10,3.0,1.0,70.66,745000.0,10543.0
1607,appartement,Paris,18,2.0,1.0,37.28,295000.0,7913.0
1608,appartement,Paris,18,1.0,0.0,25.0,235000.0,9400.0
1609,appartement,Paris,18,1.0,0.0,16.0,160000.0,10000.0
1610,appartement,Paris,18,2.0,1.0,41.53,486600.0,11716.0
1611,appartement,Paris,17,5.0,3.0,94.12,1205000.0,12802.0
1612,appartement,Paris,5,2.0,1.0,26.0,364000.0,14000.0
1613,appartement,Paris,18,3.0,2.0,68.0,559000.0,8220.0
1614,appartement,Paris,18,2.0,1.0,31.0,348400.0,11238.0
1615,appartement,Paris,18,2.0,1.0,36.75,373000.0,10149.0
1616,appartement,Paris,14,3.0,2.0,70.3,1015000.0,14438.0
1617,appartement,Paris,7,2.0,0.0,56.44,680000.0,12048.0
1618,appartement,Paris,17,5.0,2.0,155.0,1840000.0,11870.0
1619,appartement,Paris,2,4.0,2.0,85.0,1290000.0,15176.0
1620,appartement,Paris,19,1.0,0.0,19.5,92100.0,4723.0
1621,appartement,Paris,6,1.0,0.0,27.03,375000.0,13873.0
1622,appartement,Paris,15,1.0,1.0,39.4,420000.0,10659.0
1623,appartement,Paris,18,1.0,0.0,9.12,76000.0,8333.0
1624,appartement,Paris,18,5.0,3.0,126.0,990000.0,7857.0
1625,appartement,Paris,20,2.0,1.0,46.12,419000.0,9084.0
1626,appartement,Paris,18,2.0,0.0,35.0,298000.0,8514.0
1627,appartement,Paris,12,2.0,1.0,22.0,240000.0,10909.0
1628,appartement,Paris,15,4.0,2.0,82.0,899000.0,10963.0
1629,appartement,Paris,17,2.0,1.0,20.02,219000.0,10939.0
1630,appartement,Paris,8,3.0,2.0,70.63,950000.0,13450.0
1631,appartement,Paris,15,4.0,2.0,82.0,776000.0,9463.0
1632,appartement,Paris,18,2.0,1.0,38.75,537000.0,13858.0
1633,appartement,Paris,17,3.0,2.0,63.0,643000.0,10206.0
1634,appartement,Paris,20,3.0,2.0,55.0,620000.0,11272.0
1635,appartement,Paris,18,2.0,1.0,30.0,295000.0,9833.0
1636,appartement,Paris,17,2.0,1.0,66.0,700000.0,10606.0
1637,appartement,Paris,17,2.0,1.0,27.0,318000.0,11777.0
1638,appartement,Paris,17,3.0,2.0,59.0,535000.0,9067.0
1639,appartement,Paris,19,1.0,0.0,24.0,197000.0,8208.0
1640,appartement,Paris,19,2.0,1.0,34.0,318000.0,9352.0
1641,appartement,Paris,19,4.0,3.0,90.0,600000.0,6666.0
1642,appartement,Paris,17,3.0,2.0,70.85,895000.0,12632.0
1643,appartement,Paris,16,3.0,1.0,72.66,1055000.0,14519.0
1644,appartement,Paris,19,3.0,2.0,64.0,560000.0,8750.0
1645,appartement,Paris,19,2.0,1.0,44.1,374000.0,8480.0
1646,appartement,Paris,19,1.0,1.0,27.0,274300.0,10159.0
1647,appartement,Paris,8,7.0,4.0,242.09,3520000.0,14540.0
1648,appartement,Paris,14,4.0,2.0,107.0,1362400.0,12732.0
1650,appartement,Paris,3,2.0,1.0,80.0,1035000.0,12937.0
1651,appartement,Paris,16,4.0,3.0,81.0,1644000.0,20296.0
1652,appartement,Paris,7,1.0,0.0,22.56,357000.0,15824.0
1653,appartement,Paris,17,1.0,0.0,23.08,259900.0,11260.0
1654,appartement,Paris,19,3.0,1.0,64.0,745200.0,11643.0
1655,appartement,Paris,19,5.0,4.0,103.12,945000.0,9164.0
1656,appartement,Paris,19,2.0,1.0,38.58,319900.0,8291.0
1657,appartement,Paris,3,4.0,2.0,96.0,1200000.0,12500.0
1658,appartement,Paris,18,3.0,2.0,81.46,750000.0,9206.0
1659,appartement,Paris,18,3.0,2.0,55.44,670000.0,12085.0
1660,appartement,Paris,19,3.0,2.0,41.51,288750.0,6956.0
1661,appartement,Paris,19,3.0,2.0,75.0,745000.0,9933.0
1662,appartement,Paris,15,2.0,1.0,47.0,429900.0,9146.0
1663,appartement,Paris,5,4.0,2.0,161.46,4500000.0,27870.0
1664,appartement,Paris,19,4.0,3.0,80.0,595000.0,7437.0
1665,appartement,Paris,10,1.0,0.0,8.66,89000.0,10277.0
1666,appartement,Paris,16,4.0,2.0,80.82,798000.0,9873.0
1667,appartement,Paris,18,2.0,1.0,34.0,316000.0,9294.0
1668,appartement,Paris,18,1.0,0.0,18.04,160000.0,8869.0
1669,appartement,Paris,17,3.0,2.0,62.0,660000.0,10645.0
1670,appartement,Paris,17,3.0,2.0,82.33,700000.0,8502.0
1671,appartement,Paris,18,1.0,1.0,20.0,196000.0,9800.0
1672,appartement,Paris,17,3.0,2.0,51.18,521200.0,10183.0
1673,appartement,Paris,16,3.0,2.0,52.5,492000.0,9371.0
1674,appartement,Paris,7,5.0,4.0,130.0,2650000.0,20384.0
1675,appartement,Paris,17,3.0,2.0,46.0,430000.0,9347.0
1676,appartement,Paris,18,3.0,2.0,71.07,840000.0,11819.0
1677,appartement,Paris,17,1.0,1.0,14.0,155000.0,11071.0
1678,appartement,Paris,5,4.0,3.0,69.0,840000.0,12173.0
1679,appartement,Paris,17,2.0,0.0,42.16,500000.0,11859.0
1680,appartement,Paris,19,2.0,1.0,41.0,653000.0,15926.0
1681,appartement,Paris,4,4.0,3.0,94.0,1310000.0,13936.0
1682,appartement,Paris,18,2.0,1.0,38.0,330000.0,8684.0
1683,appartement,Paris,15,4.0,2.0,82.0,739000.0,9012.0
1684,appartement,Paris,12,2.0,1.0,29.61,302000.0,10199.0
1685,appartement,Paris,17,2.0,1.0,27.0,260000.0,9629.0
1686,appartement,Paris,17,1.0,1.0,10.0,120000.0,12000.0
1687,appartement,Paris,17,1.0,1.0,24.0,190000.0,7916.0
1688,appartement,Paris,10,4.0,3.0,110.0,1190000.0,10818.0
1689,appartement,Paris,12,2.0,1.0,42.26,367500.0,8696.0
1690,appartement,Paris,12,4.0,3.0,108.0,864000.0,8000.0
1691,appartement,Paris,14,4.0,3.0,74.0,780000.0,10540.0
1692,appartement,Paris,15,2.0,1.0,36.0,385000.0,10694.0
1693,appartement,Paris,19,4.0,3.0,85.0,687900.0,8092.0
1694,appartement,Paris,12,3.0,2.0,61.16,570000.0,9319.0
1695,appartement,Paris,14,2.0,1.0,53.0,475000.0,8962.0
1696,appartement,Paris,17,2.0,1.0,44.0,640000.0,14545.0
1697,appartement,Paris,14,2.0,1.0,50.0,409000.0,8180.0
1698,appartement,Paris,15,4.0,2.0,91.0,835000.0,9175.0
1699,appartement,Paris,14,4.0,2.0,67.0,797000.0,11895.0
1700,appartement,Paris,14,2.0,1.0,41.0,455000.0,11097.0
1701,appartement,Paris,13,1.0,0.0,33.0,325000.0,9848.0
1702,appartement,Paris,14,1.0,0.0,40.0,365000.0,9125.0
1703,appartement,Paris,13,2.0,1.0,40.0,377500.0,9437.0
1704,appartement,Paris,15,3.0,2.0,57.23,649000.0,11340.0
1705,appartement,Paris,8,5.0,4.0,330.14,10200000.0,30895.0
1706,appartement,Paris,14,2.0,1.0,47.7,570000.0,11949.0
1707,appartement,Paris,14,2.0,1.0,37.47,358000.0,9554.0
1708,appartement,Paris,14,3.0,1.0,45.0,488000.0,10844.0
1709,appartement,Paris,16,1.0,1.0,30.0,372900.0,12430.0
1710,appartement,Paris,10,5.0,3.0,138.44,1600000.0,11557.0
1711,appartement,Paris,19,3.0,2.0,55.0,552843.0,10051.0
1712,appartement,Paris,15,3.0,2.0,59.0,550000.0,9322.0
1713,appartement,Paris,15,5.0,3.0,100.0,985000.0,9850.0
1714,appartement,Paris,14,3.0,2.0,71.0,730000.0,10281.0
1715,appartement,Paris,4,4.0,2.0,97.0,1049000.0,10814.0
1716,appartement,Paris,3,6.0,4.0,160.0,1830000.0,11437.0
1717,appartement,Paris,16,3.0,1.0,81.03,1140000.0,14068.0
1718,appartement,Paris,15,3.0,2.0,52.93,567000.0,10712.0
1719,appartement,Paris,8,5.0,3.0,131.0,1685000.0,12862.0
1720,appartement,Paris,2,5.0,2.0,100.73,1195000.0,11863.0
1721,appartement,Paris,10,6.0,3.0,160.7,1640000.0,10205.0
1722,appartement,Paris,15,4.0,2.0,62.0,721000.0,11629.0
1723,appartement,Paris,15,2.0,1.0,46.0,546000.0,11869.0
1724,appartement,Paris,12,5.0,3.0,99.0,1025000.0,10353.0
1725,appartement,Paris,20,6.0,3.0,280.0,1390000.0,4964.0
1726,appartement,Paris,15,2.0,1.0,49.5,480000.0,9696.0
1727,appartement,Paris,15,3.0,2.0,79.0,780000.0,9873.0
1728,appartement,Paris,18,1.0,0.0,27.55,283000.0,10272.0
1729,appartement,Paris,18,2.0,1.0,40.33,345000.0,8554.0
1730,appartement,Paris,19,5.0,3.0,100.0,745000.0,7450.0
1731,appartement,Paris,18,3.0,2.0,55.31,470000.0,8497.0
1732,appartement,Paris,18,2.0,1.0,40.75,293000.0,7190.0
1733,appartement,Paris,18,3.0,2.0,60.0,485000.0,8083.0
1734,appartement,Paris,18,2.0,1.0,34.0,292000.0,8588.0
1735,appartement,Paris,9,4.0,2.0,78.0,800000.0,10256.0
1736,appartement,Paris,19,2.0,1.0,49.02,385000.0,7853.0
1737,appartement,Paris,18,4.0,3.0,79.0,390000.0,4936.0
1738,appartement,Paris,18,2.0,1.0,40.0,310000.0,7750.0
1739,appartement,Paris,14,3.0,0.0,56.0,670000.0,11964.0
1740,appartement,Paris,11,6.0,4.0,138.0,1355000.0,9818.0
1741,appartement,Paris,19,4.0,3.0,60.76,599000.0,9858.0
1742,appartement,Paris,14,2.0,1.0,40.14,399000.0,9940.0
1743,appartement,Paris,18,2.0,1.0,50.0,820000.0,16400.0
1744,appartement,Paris,10,2.0,1.0,47.39,590000.0,12449.0
1745,appartement,Paris,11,4.0,2.0,123.7,1520000.0,12287.0
1746,appartement,Paris,19,2.0,1.0,41.66,297000.0,7129.0
1747,appartement,Paris,17,1.0,0.0,19.26,220000.0,11422.0
1748,appartement,Paris,18,3.0,2.0,56.73,450000.0,7932.0
1749,appartement,Paris,18,3.0,2.0,53.0,465000.0,8773.0
1750,appartement,Paris,3,4.0,3.0,80.23,1030000.0,12838.0
1751,appartement,Paris,20,2.0,1.0,39.0,450000.0,11538.0
1752,appartement,Paris,18,3.0,2.0,51.0,595000.0,11666.0
1753,appartement,Paris,18,1.0,0.0,23.82,202000.0,8480.0
1754,appartement,Paris,18,2.0,1.0,41.13,390000.0,9482.0
1755,appartement,Paris,10,5.0,3.0,114.0,1195000.0,10482.0
1756,appartement,Paris,19,2.0,1.0,39.78,350000.0,8798.0
1757,appartement,Paris,18,3.0,2.0,52.0,408000.0,7846.0
1758,appartement,Paris,5,2.0,1.0,50.58,650000.0,12850.0
1759,appartement,Paris,13,2.0,1.0,30.0,335000.0,11166.0
1760,appartement,Paris,14,2.0,1.0,40.0,450000.0,11250.0
1761,appartement,Paris,15,5.0,3.0,81.0,930000.0,11481.0
1762,appartement,Paris,13,3.0,2.0,40.0,580000.0,14500.0
1763,appartement,Paris,20,1.0,0.0,13.2,140000.0,10606.0
1764,appartement,Paris,20,1.0,1.0,16.31,190000.0,11649.0
1765,appartement,Paris,13,3.0,2.0,94.31,898000.0,9521.0
1766,appartement,Paris,19,4.0,2.0,91.0,1040000.0,11428.0
1767,appartement,Paris,8,7.0,4.0,217.0,3280000.0,15115.0
1768,appartement,Paris,13,2.0,1.0,31.27,340000.0,10873.0
1769,appartement,Paris,10,4.0,3.0,81.43,779000.0,9566.0
1770,appartement,Paris,14,2.0,1.0,50.45,460000.0,9117.0
1771,appartement,Paris,13,5.0,4.0,150.19,1449000.0,9647.0
1772,appartement,Paris,14,2.0,1.0,40.0,435000.0,10875.0
1773,appartement,Paris,10,5.0,4.0,150.0,1600000.0,10666.0
1774,appartement,Paris,11,4.0,2.0,94.0,1000000.0,10638.0
1775,appartement,Paris,19,5.0,4.0,139.0,1035000.0,7446.0
1776,appartement,Paris,17,5.0,3.0,112.0,1350000.0,12053.0
1777,appartement,Paris,14,1.0,0.0,26.94,240000.0,8908.0
1778,appartement,Paris,13,2.0,1.0,37.1,383000.0,10323.0
1779,appartement,Paris,13,2.0,1.0,37.0,420000.0,11351.0
1780,appartement,Paris,4,3.0,2.0,84.0,1100000.0,13095.0
1781,appartement,Paris,16,3.0,2.0,55.0,560000.0,10181.0
1782,appartement,Paris,15,2.0,1.0,59.0,530000.0,8983.0
1783,appartement,Paris,13,3.0,2.0,68.0,699000.0,10279.0
1784,appartement,Paris,13,2.0,1.0,47.62,450000.0,9449.0
1785,appartement,Paris,9,4.0,2.0,102.0,1400000.0,13725.0
1786,appartement,Paris,14,3.0,2.0,45.0,660000.0,14666.0
1787,appartement,Paris,6,5.0,3.0,110.0,2195000.0,19954.0
1788,appartement,Paris,14,3.0,2.0,58.07,640000.0,11021.0
1789,appartement,Paris,15,1.0,1.0,20.83,218500.0,10489.0
1790,appartement,Paris,15,4.0,2.0,67.0,661500.0,9873.0
1791,appartement,Paris,15,4.0,2.0,90.5,869000.0,9602.0
1792,appartement,Paris,15,3.0,2.0,50.83,459900.0,9047.0
1793,appartement,Paris,15,1.0,0.0,23.6,231000.0,9788.0
1794,appartement,Paris,15,3.0,2.0,47.6,472500.0,9926.0
1795,appartement,Paris,15,3.0,1.0,46.95,435000.0,9265.0
1796,appartement,Paris,9,3.0,2.0,75.0,1095000.0,14600.0
1797,appartement,Paris,11,2.0,1.0,27.0,304500.0,11277.0
1798,appartement,Paris,15,2.0,1.0,34.02,417000.0,12257.0
1799,appartement,Paris,15,3.0,2.0,56.36,629900.0,11176.0
1800,appartement,Paris,15,1.0,0.0,29.58,309700.0,10469.0
1801,appartement,Paris,16,5.0,3.0,122.52,1450000.0,11834.0
1802,appartement,Paris,3,2.0,1.0,42.0,590000.0,14047.0
1803,appartement,Paris,10,3.0,2.0,68.0,645000.0,9485.0
1804,appartement,Paris,16,1.0,0.0,35.0,575000.0,16428.0
1805,appartement,Paris,18,3.0,2.0,52.0,408000.0,7846.0
1806,appartement,Paris,13,7.0,4.0,190.11,990000.0,5207.0
1807,appartement,Paris,19,4.0,2.0,86.0,1040000.0,12093.0
1808,appartement,Paris,15,2.0,1.0,44.0,449900.0,10225.0
1809,appartement,Paris,15,4.0,2.0,95.71,799000.0,8348.0
1810,appartement,Paris,15,3.0,2.0,67.85,695000.0,10243.0
1811,appartement,Paris,20,3.0,2.0,52.0,500000.0,9615.0
1813,appartement,Paris,15,1.0,0.0,30.0,310000.0,10333.0
1814,appartement,Paris,15,3.0,1.0,36.39,359000.0,9865.0
1815,appartement,Paris,20,1.0,0.0,25.64,265000.0,10335.0
1816,appartement,Paris,7,4.0,2.0,120.0,2100000.0,17500.0
1817,appartement,Paris,17,2.0,1.0,32.06,310000.0,9669.0
1818,appartement,Paris,15,3.0,2.0,70.0,898000.0,12828.0
1819,appartement,Paris,14,2.0,1.0,43.0,400000.0,9302.0
1820,appartement,Paris,14,3.0,2.0,65.75,590000.0,8973.0
1821,appartement,Paris,14,1.0,0.0,18.0,180000.0,10000.0
1822,appartement,Paris,14,2.0,1.0,38.21,379000.0,9918.0
1823,appartement,Paris,14,5.0,3.0,87.17,699000.0,8018.0
1824,appartement,Paris,14,3.0,2.0,71.0,586000.0,8253.0
1825,appartement,Paris,14,2.0,1.0,37.0,350000.0,9459.0
1826,appartement,Paris,7,5.0,3.0,154.82,5125000.0,33102.0
1827,appartement,Paris,10,5.0,3.0,150.0,1690000.0,11266.0
1828,appartement,Paris,14,2.0,1.0,46.0,439000.0,9543.0
1829,appartement,Paris,15,3.0,2.0,57.77,546000.0,9451.0
1830,appartement,Paris,14,3.0,2.0,66.02,575000.0,8709.0
1831,appartement,Paris,16,4.0,3.0,114.0,1690000.0,14824.0
1832,appartement,Paris,16,3.0,2.0,70.0,727000.0,10385.0
1833,appartement,Paris,12,1.0,0.0,19.35,260000.0,13436.0
1834,appartement,Paris,9,3.0,2.0,55.0,698000.0,12690.0
1835,appartement,Paris,10,4.0,2.0,63.0,722000.0,11460.0
1836,appartement,Paris,6,4.0,2.0,83.0,1120000.0,13493.0
1837,appartement,Paris,10,1.0,0.0,21.0,239000.0,11380.0
1838,appartement,Paris,14,2.0,1.0,30.0,310000.0,10333.0
1839,appartement,Paris,15,1.0,0.0,33.51,399000.0,11906.0
1840,appartement,Paris,5,3.0,2.0,71.0,983000.0,13845.0
1841,appartement,Paris,18,2.0,1.0,39.0,435000.0,11153.0
1842,appartement,Paris,16,1.0,1.0,8.14,60000.0,7371.0
1843,appartement,Paris,9,3.0,2.0,57.0,700000.0,12280.0
1844,appartement,Paris,5,2.0,1.0,45.56,525000.0,11523.0
1845,appartement,Paris,13,2.0,1.0,37.23,370000.0,9938.0
1846,appartement,Paris,12,4.0,3.0,68.0,585000.0,8602.0
1847,appartement,Paris,17,2.0,1.0,34.5,479000.0,13884.0
1848,appartement,Paris,13,1.0,0.0,12.49,127200.0,10184.0
1849,appartement,Paris,19,4.0,3.0,80.0,660000.0,8250.0
1850,appartement,Paris,14,4.0,3.0,90.0,839000.0,9322.0
1851,appartement,Paris,19,2.0,1.0,22.87,193000.0,8439.0
1852,appartement,Paris,7,5.0,3.0,167.0,2496000.0,14946.0
1853,appartement,Paris,18,2.0,1.0,26.74,324000.0,12116.0
1854,appartement,Paris,12,4.0,3.0,94.0,900000.0,9574.0
1855,appartement,Paris,14,4.0,3.0,104.35,1105500.0,10594.0
1856,appartement,Paris,13,1.0,0.0,34.6,251500.0,7268.0
1857,appartement,Paris,14,2.0,1.0,40.0,420000.0,10500.0
1858,appartement,Paris,2,2.0,1.0,73.65,835000.0,11337.0
1859,appartement,Paris,12,1.0,0.0,24.0,230000.0,9583.0
1860,appartement,Paris,12,5.0,4.0,112.0,1391000.0,12419.0
1862,appartement,Paris,19,3.0,2.0,69.0,999000.0,14478.0
1863,appartement,Paris,15,3.0,1.0,44.3,574500.0,12968.0
1864,appartement,Paris,6,6.0,4.0,128.66,2310000.0,17954.0
1865,appartement,Paris,20,3.0,2.0,75.72,699000.0,9231.0
1866,appartement,Paris,10,4.0,2.0,72.01,736000.0,10220.0
1867,appartement,Paris,15,5.0,3.0,103.0,1135000.0,11019.0
1868,appartement,Paris,18,1.0,0.0,12.82,139000.0,10842.0
1869,appartement,Paris,15,4.0,0.0,91.0,1332000.0,14637.0
1870,appartement,Paris,15,3.0,0.0,68.0,975000.0,14338.0
1871,appartement,Paris,15,2.0,0.0,52.0,775000.0,14903.0
1872,appartement,Paris,7,3.0,2.0,57.0,695000.0,12192.0
1873,appartement,Paris,10,2.0,1.0,45.52,424000.0,9314.0
1874,appartement,Paris,18,2.0,1.0,36.39,513000.0,14097.0
1875,appartement,Paris,10,5.0,3.0,114.89,1090000.0,9487.0
1876,appartement,Paris,17,6.0,4.0,142.14,1640000.0,11537.0
1877,appartement,Paris,20,4.0,3.0,79.0,895000.0,11329.0
1878,appartement,Paris,15,2.0,1.0,29.36,260000.0,8855.0
1879,appartement,Paris,14,5.0,3.0,120.0,1699000.0,14158.0
1880,appartement,Paris,3,3.0,0.0,115.0,1250000.0,10869.0
1881,appartement,Paris,8,1.0,0.0,8.63,75000.0,8690.0
1882,appartement,Paris,10,1.0,0.0,12.12,135000.0,11138.0
1883,appartement,Paris,11,1.0,0.0,9.26,82000.0,8855.0
1884,appartement,Paris,16,7.0,4.0,233.0,4000000.0,17167.0
1885,appartement,Paris,16,2.0,1.0,49.0,538175.0,10983.0
1886,appartement,Paris,14,5.0,3.0,102.0,1600000.0,15686.0
1887,appartement,Paris,16,2.0,1.0,19.0,195000.0,10263.0
1888,appartement,Paris,10,4.0,3.0,88.0,1020000.0,11590.0
1889,appartement,Paris,15,4.0,2.0,75.28,590000.0,7837.0
1890,appartement,Paris,16,8.0,4.0,225.0,2690000.0,11955.0
1891,appartement,Paris,15,4.0,2.0,74.0,830000.0,11216.0
1892,appartement,Paris,5,2.0,1.0,39.6,321000.0,8106.0
1893,appartement,Paris,7,2.0,1.0,27.56,498000.0,18069.0
1894,appartement,Paris,15,3.0,2.0,77.0,714000.0,9272.0
1895,appartement,Paris,18,3.0,2.0,63.17,625000.0,9893.0
1896,appartement,Paris,12,3.0,2.0,56.0,459000.0,8196.0
1897,appartement,Paris,13,3.0,2.0,66.0,625000.0,9469.0
1898,appartement,Paris,6,3.0,2.0,70.55,1350000.0,19135.0
1899,appartement,Paris,14,2.0,1.0,51.0,515000.0,10098.0
1900,appartement,Paris,16,1.0,1.0,38.0,540000.0,14210.0
1901,appartement,Paris,17,1.0,1.0,7.29,85000.0,11659.0
1902,appartement,Paris,11,1.0,0.0,17.3,165000.0,9537.0
1903,appartement,Paris,18,2.0,1.0,41.88,499000.0,11914.0
1904,appartement,Paris,14,3.0,2.0,70.0,625000.0,8928.0
1905,appartement,Paris,15,2.0,1.0,34.02,417000.0,12257.0
1906,appartement,Paris,17,2.0,1.0,33.68,345000.0,10243.0
1907,appartement,Paris,19,1.0,0.0,11.01,137150.0,12456.0
1908,appartement,Paris,15,5.0,3.0,102.03,1216800.0,11925.0
1909,appartement,Paris,13,1.0,0.0,12.49,127200.0,10184.0
1910,appartement,Paris,19,2.0,1.0,22.44,250380.0,11157.0
1911,appartement,Paris,10,2.0,1.0,24.7,220000.0,8906.0
1912,appartement,Paris,10,2.0,1.0,33.0,410000.0,12424.0
1913,appartement,Paris,17,2.0,1.0,30.0,362000.0,12066.0
1914,appartement,Paris,17,1.0,1.0,9.0,90000.0,10000.0
1915,appartement,Paris,17,1.0,0.0,23.0,250000.0,10869.0
1916,appartement,Paris,13,3.0,2.0,65.0,595000.0,9153.0
1917,appartement,Paris,15,2.0,1.0,37.0,320000.0,8648.0
1918,appartement,Paris,18,1.0,0.0,11.7,120000.0,10256.0
1919,appartement,Paris,16,4.0,2.0,109.0,1500000.0,13761.0
1920,appartement,Paris,15,1.0,1.0,22.0,325000.0,14772.0
1921,appartement,Paris,13,1.0,0.0,15.0,139000.0,9266.0
1922,appartement,Paris,6,1.0,0.0,20.0,250000.0,12500.0
1923,appartement,Paris,13,1.0,1.0,30.0,299000.0,9966.0
1924,appartement,Paris,6,5.0,3.0,138.66,3200000.0,23078.0
1925,appartement,Paris,15,3.0,2.0,67.48,1895000.0,28082.0
1926,appartement,Paris,18,3.0,2.0,61.09,660000.0,10803.0
1927,appartement,Paris,20,4.0,2.0,88.0,935000.0,10625.0
1928,appartement,Paris,16,5.0,0.0,145.0,1700000.0,11724.0
1929,appartement,Paris,17,2.0,1.0,39.34,436800.0,11103.0
1930,appartement,Paris,15,2.0,1.0,49.85,870000.0,17452.0
1931,appartement,Paris,12,6.0,5.0,128.0,1520000.0,11875.0
1932,appartement,Paris,9,2.0,1.0,50.0,700000.0,14000.0
1933,appartement,Paris,17,4.0,0.0,88.11,1279000.0,14515.0
1934,appartement,Paris,5,5.0,4.0,131.51,2199000.0,16721.0
1935,appartement,Paris,18,2.0,1.0,47.18,489000.0,10364.0
1936,appartement,Paris,20,5.0,3.0,93.0,745000.0,8010.0
1937,appartement,Paris,17,4.0,0.0,77.77,1179000.0,15160.0
1938,appartement,Paris,17,4.0,0.0,95.48,1349000.0,14128.0
1939,appartement,Paris,15,5.0,2.0,129.0,1950000.0,15116.0
1940,appartement,Paris,15,5.0,3.0,115.17,1092000.0,9481.0
1941,appartement,Paris,19,4.0,3.0,84.0,473000.0,5630.0
1942,appartement,Paris,20,3.0,2.0,64.0,699000.0,10921.0
1943,appartement,Paris,20,4.0,3.0,79.0,895000.0,11329.0
1944,appartement,Paris,10,2.0,1.0,24.0,272000.0,11333.0
1945,appartement,Paris,17,1.0,0.0,8.31,86000.0,10348.0
1946,appartement,Paris,15,1.0,0.0,22.93,220000.0,9594.0
1947,appartement,Paris,13,1.0,0.0,21.0,218000.0,10380.0
1948,appartement,Paris,14,2.0,1.0,32.08,336000.0,10473.0
1949,appartement,Paris,14,3.0,2.0,71.0,641000.0,9028.0
1950,appartement,Paris,16,4.0,2.0,90.36,1280000.0,14165.0
1951,appartement,Paris,19,3.0,2.0,72.36,495000.0,6840.0
1952,appartement,Paris,14,4.0,2.0,62.15,550000.0,8849.0
1953,appartement,Paris,17,1.0,0.0,14.0,195000.0,13928.0
1954,appartement,Paris,11,1.0,0.0,34.0,359000.0,10558.0
1955,appartement,Paris,7,5.0,3.0,89.76,1295000.0,14427.0
1956,appartement,Paris,18,4.0,2.0,53.26,506400.0,9508.0
1957,appartement,Paris,6,3.0,2.0,69.19,892500.0,12899.0
1958,appartement,Paris,6,4.0,2.0,91.7,2310000.0,25190.0
1959,appartement,Paris,10,2.0,1.0,26.7,320000.0,11985.0
1960,appartement,Paris,5,1.0,1.0,38.21,525000.0,13739.0
1961,appartement,Paris,18,2.0,1.0,35.07,470000.0,13401.0
1962,appartement,Paris,5,2.0,1.0,46.0,620000.0,13478.0
1963,appartement,Paris,15,5.0,3.0,102.0,1390000.0,13627.0
1964,appartement,Paris,18,2.0,1.0,44.0,555000.0,12613.0
1965,appartement,Paris,5,1.0,1.0,40.91,475000.0,11610.0
1968,appartement,Paris,12,2.0,1.0,44.0,450000.0,10227.0
1969,appartement,Paris,12,3.0,1.0,68.42,740000.0,10815.0
1970,appartement,Paris,7,6.0,4.0,225.6,5990000.0,26551.0
1971,appartement,Paris,17,1.0,1.0,22.0,249000.0,11318.0
1972,appartement,Paris,12,3.0,1.0,64.0,620000.0,9687.0
1973,appartement,Paris,10,2.0,1.0,44.0,460000.0,10454.0
1974,appartement,Paris,11,1.0,0.0,27.0,262000.0,9703.0
1975,appartement,Paris,5,4.0,3.0,72.0,840000.0,11666.0
1976,appartement,Paris,17,5.0,4.0,100.7,1130000.0,11221.0
1977,appartement,Paris,15,2.0,1.0,40.0,410000.0,10250.0
1978,appartement,Paris,20,3.0,2.0,64.0,699000.0,10921.0
1979,appartement,Paris,16,3.0,2.0,66.0,860000.0,13030.0
1980,appartement,Paris,7,4.0,2.0,106.52,1360000.0,12767.0
1981,appartement,Paris,12,4.0,3.0,82.11,750000.0,9134.0
1982,appartement,Paris,14,4.0,2.0,92.0,970000.0,10543.0
1983,appartement,Paris,14,1.0,0.0,12.4,138000.0,11129.0
1984,appartement,Paris,14,3.0,2.0,63.0,545000.0,8650.0
1985,appartement,Paris,7,3.0,2.0,93.72,1785000.0,19046.0
1986,appartement,Paris,11,1.0,0.0,10.62,119500.0,11252.0
