index,type_l,ville,arr,n_pieces,n_chambres,surface_m2,prix,prix_m2
3245,appartement,Marseille,8,4.0,3.0,77.0,448000.0,5818.0
3246,appartement,Marseille,5,2.0,0.0,36.75,255000.0,6938.0
3247,appartement,Marseille,2,1.0,0.0,27.0,77000.0,2851.0
3248,appartement,Marseille,8,4.0,2.0,68.41,380000.0,5554.0
3250,appartement,Marseille,7,4.0,0.0,99.0,695000.0,7020.0
3251,appartement,Marseille,5,3.0,0.0,61.96,383000.0,6181.0
3252,appartement,Marseille,13,4.0,3.0,81.0,380000.0,4691.0
3253,appartement,Marseille,9,4.0,3.0,80.0,455000.0,5687.0
3254,appartement,Marseille,15,3.0,2.0,61.0,192000.0,3147.0
3255,appartement,Marseille,5,3.0,0.0,55.13,363000.0,6584.0
3256,appartement,Marseille,11,3.0,2.0,62.0,327000.0,5274.0
3257,appartement,Marseille,13,2.0,1.0,38.0,255000.0,6710.0
3258,appartement,Marseille,12,4.0,1.0,61.54,170000.0,2762.0
3260,appartement,Marseille,5,3.0,0.0,57.62,372000.0,6456.0
3261,appartement,Marseille,5,3.0,2.0,93.53,544000.0,5816.0
3262,appartement,Marseille,8,2.0,0.0,56.0,440000.0,7857.0
3263,appartement,Marseille,9,2.0,1.0,44.0,249000.0,5659.0
3264,appartement,Marseille,5,2.0,1.0,24.95,135000.0,5410.0
3265,appartement,Marseille,8,2.0,0.0,42.3,303000.0,7163.0
3266,appartement,Marseille,11,2.0,0.0,35.9,267000.0,7437.0
3267,appartement,Marseille,5,2.0,1.0,24.95,135000.0,5410.0
3268,appartement,Marseille,9,3.0,2.0,67.0,367000.0,5477.0
3269,appartement,Marseille,9,2.0,1.0,47.0,321000.0,6829.0
3270,appartement,Marseille,7,4.0,3.0,133.0,1280000.0,9624.0
3271,appartement,Marseille,5,3.0,0.0,67.59,415000.0,6139.0
3272,appartement,Marseille,8,1.0,0.0,30.0,235000.0,7833.0
3273,appartement,Marseille,8,1.0,0.0,40.0,235000.0,5875.0
3274,appartement,Marseille,4,2.0,1.0,45.0,205000.0,4555.0
3275,appartement,Marseille,5,2.0,0.0,38.79,260000.0,6702.0
3276,appartement,Marseille,4,3.0,2.0,68.22,234350.0,3435.0
3277,appartement,Marseille,5,3.0,0.0,61.96,368000.0,5939.0
3278,appartement,Marseille,8,2.0,0.0,49.0,295000.0,6020.0
3279,appartement,Marseille,8,2.0,0.0,55.0,440000.0,8000.0
3280,appartement,Marseille,6,1.0,1.0,24.0,199000.0,8291.0
3281,appartement,Marseille,2,2.0,1.0,52.0,305000.0,5865.0
3282,appartement,Marseille,5,2.0,0.0,36.75,245000.0,6666.0
3284,appartement,Marseille,8,0.0,0.0,29.5,245000.0,8305.0
3285,appartement,Marseille,8,6.0,3.0,140.0,1150000.0,8214.0
3286,appartement,Marseille,5,3.0,0.0,57.62,362000.0,6282.0
3287,appartement,Marseille,10,2.0,0.0,40.0,195175.0,4879.0
3288,appartement,Marseille,8,2.0,1.0,9.0,57000.0,6333.0
3289,appartement,Marseille,14,4.0,3.0,75.0,255000.0,3400.0
3290,appartement,Marseille,11,2.0,1.0,45.0,205000.0,4555.0
3291,appartement,Marseille,9,1.0,0.0,30.0,194000.0,6466.0
3292,appartement,Marseille,14,3.0,2.0,60.0,185000.0,3083.0
3294,appartement,Marseille,15,1.0,1.0,39.0,157283.0,4032.0
3295,appartement,Marseille,7,4.0,3.0,100.0,695000.0,6950.0
3296,appartement,Marseille,5,3.0,0.0,55.13,353000.0,6403.0
3297,appartement,Marseille,15,1.0,0.0,11.86,20000.0,1686.0
3298,appartement,Marseille,5,2.0,1.0,35.0,94000.0,2685.0
3299,appartement,Marseille,5,3.0,0.0,67.59,405000.0,5992.0
3300,appartement,Marseille,1,3.0,0.0,71.57,331000.0,4624.0
3302,appartement,Marseille,13,4.0,3.0,77.49,286218.0,3693.0
3303,appartement,Marseille,8,5.0,3.0,173.06,1295000.0,7482.0
3304,appartement,Marseille,5,2.0,0.0,36.75,235000.0,6394.0
3305,appartement,Marseille,16,4.0,3.0,85.0,414000.0,4870.0
3306,appartement,Marseille,9,3.0,2.0,75.0,399000.0,5320.0
3307,appartement,Marseille,13,4.0,3.0,80.0,350000.0,4375.0
3308,appartement,Marseille,5,2.0,0.0,38.79,250000.0,6444.0
3309,appartement,Marseille,9,2.0,1.0,40.0,194120.0,4853.0
3310,appartement,Marseille,9,3.0,2.0,60.0,314000.0,5233.0
3311,appartement,Marseille,5,3.0,0.0,57.62,352000.0,6108.0
3312,appartement,Marseille,9,3.0,2.0,65.0,299000.0,4600.0
3313,appartement,Marseille,1,5.0,4.0,86.0,249000.0,2895.0
3314,appartement,Marseille,11,3.0,2.0,60.0,179000.0,2983.0
3315,appartement,Marseille,10,4.0,3.0,64.0,165000.0,2578.0
3316,appartement,Marseille,13,3.0,2.0,66.0,149000.0,2257.0
3317,appartement,Marseille,8,3.0,2.0,90.0,624000.0,6933.0
3318,appartement,Marseille,2,4.0,0.0,73.0,232000.0,3178.0
3319,appartement,Marseille,6,2.0,1.0,56.1,325000.0,5793.0
3321,appartement,Marseille,5,3.0,0.0,61.96,358000.0,5777.0
3322,appartement,Marseille,6,1.0,1.0,43.0,199000.0,4627.0
3323,appartement,Marseille,7,1.0,0.0,28.41,133000.0,4681.0
3324,appartement,Marseille,7,1.0,0.0,26.99,131000.0,4853.0
3325,appartement,Marseille,7,6.0,3.0,144.36,950000.0,6580.0
3326,appartement,Marseille,5,3.0,0.0,67.59,395000.0,5844.0
3327,appartement,Marseille,2,2.0,1.0,67.0,271000.0,4044.0
3328,appartement,Marseille,1,3.0,2.0,66.0,290000.0,4393.0
3329,appartement,Marseille,5,2.0,1.0,49.0,253000.0,5163.0
3331,appartement,Marseille,5,3.0,0.0,55.13,342000.0,6203.0
3332,appartement,Marseille,7,1.0,0.0,26.66,130000.0,4876.0
3333,appartement,Marseille,7,1.0,0.0,26.29,130000.0,4944.0
3334,appartement,Marseille,7,1.0,0.0,23.01,113000.0,4910.0
3335,appartement,Marseille,8,4.0,3.0,83.0,820000.0,9879.0
3336,appartement,Marseille,5,2.0,0.0,36.75,225000.0,6122.0
3337,appartement,Marseille,15,4.0,3.0,70.0,80000.0,1142.0
3338,appartement,Marseille,7,1.0,0.0,22.71,116000.0,5107.0
3339,appartement,Marseille,7,1.0,0.0,25.08,117000.0,4665.0
3340,appartement,Marseille,7,3.0,2.0,123.83,1130000.0,9125.0
3341,appartement,Marseille,5,3.0,0.0,61.96,348000.0,5616.0
3342,appartement,Marseille,7,1.0,0.0,21.56,100000.0,4638.0
3343,appartement,Marseille,14,2.0,1.0,37.0,88000.0,2378.0
3344,appartement,Marseille,3,1.0,0.0,27.0,59000.0,2185.0
3345,appartement,Marseille,5,4.0,3.0,91.0,570000.0,6263.0
3346,appartement,Marseille,8,3.0,2.0,71.0,399900.0,5632.0
3347,appartement,Marseille,9,2.0,1.0,38.16,230000.0,6027.0
3350,appartement,Marseille,7,2.0,1.0,55.0,245000.0,4454.0
3351,appartement,Marseille,5,3.0,0.0,55.13,332000.0,6022.0
3352,appartement,Marseille,13,3.0,2.0,73.0,125000.0,1712.0
3353,appartement,Marseille,13,4.0,3.0,73.0,130000.0,1780.0
3354,appartement,Marseille,15,5.0,4.0,90.0,70000.0,777.0
3356,appartement,Marseille,5,3.0,0.0,57.62,342000.0,5935.0
3357,appartement,Marseille,5,2.0,1.0,46.34,158000.0,3409.0
3358,appartement,Marseille,10,4.0,3.0,75.25,357700.0,4753.0
3359,appartement,Marseille,13,3.0,0.0,67.0,235000.0,3507.0
3360,appartement,Marseille,7,5.0,3.0,88.38,1190000.0,13464.0
3361,appartement,Marseille,5,3.0,0.0,67.59,385000.0,5696.0
3362,appartement,Marseille,8,3.0,2.0,50.0,239000.0,4780.0
3363,appartement,Marseille,14,2.0,1.0,44.48,187000.0,4204.0
3364,appartement,Marseille,8,5.0,3.0,187.0,845000.0,4518.0
3365,appartement,Marseille,8,4.0,3.0,202.0,1696000.0,8396.0
3366,appartement,Marseille,5,3.0,0.0,56.01,322000.0,5748.0
3367,appartement,Marseille,4,4.0,3.0,85.0,449000.0,5282.0
3368,appartement,Marseille,1,4.0,2.0,80.0,249000.0,3112.0
3370,appartement,Marseille,5,3.0,0.0,55.13,317000.0,5750.0
3372,appartement,Marseille,7,5.0,3.0,102.0,570000.0,5588.0
3373,appartement,Marseille,8,3.0,2.0,70.0,430000.0,6142.0
3374,appartement,Marseille,8,3.0,2.0,70.0,410000.0,5857.0
3375,appartement,Marseille,9,3.0,2.0,60.0,340000.0,5666.0
3376,appartement,Marseille,12,4.0,3.0,85.0,399000.0,4694.0
3377,appartement,Marseille,4,4.0,3.0,80.0,360000.0,4500.0
3378,appartement,Marseille,9,4.0,3.0,80.0,399000.0,4987.0
3379,appartement,Marseille,9,3.0,2.0,60.0,330000.0,5500.0
3380,appartement,Marseille,5,3.0,0.0,65.93,368000.0,5581.0
3381,appartement,Marseille,11,3.0,2.0,60.0,330000.0,5500.0
3382,appartement,Marseille,4,3.0,2.0,65.0,275000.0,4230.0
3383,appartement,Marseille,12,3.0,2.0,65.0,350000.0,5384.0
3384,appartement,Marseille,9,3.0,2.0,110.0,948000.0,8618.0
3385,appartement,Marseille,5,1.0,0.0,20.85,124300.0,5961.0
3386,appartement,Marseille,3,1.0,0.0,21.0,83000.0,3952.0
3387,appartement,Marseille,8,3.0,2.0,64.18,325000.0,5063.0
3388,appartement,Marseille,10,1.0,0.0,19.33,80000.0,4138.0
3389,appartement,Marseille,1,3.0,2.0,97.8,399000.0,4079.0
3390,appartement,Marseille,12,3.0,0.0,60.75,319000.0,5251.0
3391,appartement,Marseille,9,3.0,2.0,60.0,320000.0,5333.0
3392,appartement,Marseille,12,3.0,2.0,70.0,299000.0,4271.0
3393,appartement,Marseille,13,3.0,2.0,65.0,225000.0,3461.0
3394,appartement,Marseille,7,4.0,3.0,135.0,1860000.0,13777.0
3395,appartement,Marseille,12,2.0,0.0,43.42,269000.0,6195.0
3397,appartement,Marseille,12,2.0,1.0,45.0,220000.0,4888.0
3398,appartement,Marseille,14,3.0,2.0,65.0,175000.0,2692.0
3400,appartement,Marseille,12,3.0,0.0,57.12,319000.0,5584.0
3401,appartement,Marseille,14,2.0,1.0,45.0,139000.0,3088.0
3402,appartement,Marseille,1,2.0,1.0,42.13,258000.0,6123.0
3403,appartement,Marseille,10,4.0,2.0,63.53,99000.0,1558.0
3405,appartement,Marseille,12,3.0,2.0,64.0,252000.0,3937.0
3408,appartement,Marseille,5,3.0,1.0,74.0,230000.0,3108.0
3409,appartement,Marseille,11,3.0,0.0,61.0,345000.0,5655.0
3410,appartement,Marseille,12,3.0,0.0,60.76,305000.0,5019.0
3411,appartement,Marseille,9,5.0,4.0,132.0,547000.0,4143.0
3412,appartement,Marseille,8,3.0,2.0,95.0,450000.0,4736.0
3413,appartement,Marseille,12,3.0,0.0,60.74,315000.0,5186.0
3414,appartement,Marseille,13,2.0,1.0,44.0,152880.0,3474.0
3415,appartement,Marseille,12,3.0,2.0,55.0,269000.0,4890.0
3416,appartement,Marseille,9,4.0,3.0,84.0,486000.0,5785.0
3417,appartement,Marseille,6,6.0,4.0,148.0,1090000.0,7364.0
3418,appartement,Marseille,12,3.0,0.0,57.12,298500.0,5225.0
3419,appartement,Marseille,4,3.0,2.0,72.0,171000.0,2375.0
3420,appartement,Marseille,4,3.0,2.0,50.9,76800.0,1508.0
3422,appartement,Marseille,12,3.0,0.0,57.12,298000.0,5217.0
3423,appartement,Marseille,11,4.0,3.0,73.0,350000.0,4794.0
3424,appartement,Marseille,8,4.0,3.0,140.0,549000.0,3921.0
3425,appartement,Marseille,8,5.0,4.0,167.0,1535000.0,9191.0
3426,appartement,Marseille,6,4.0,0.0,77.0,531500.0,6902.0
3427,appartement,Marseille,2,2.0,1.0,42.0,178000.0,4238.0
3428,appartement,Marseille,8,3.0,2.0,72.0,369000.0,5125.0
3429,appartement,Marseille,8,2.0,1.0,73.0,514500.0,7047.0
3430,appartement,Marseille,13,2.0,1.0,38.0,209000.0,5500.0
3432,appartement,Marseille,11,2.0,1.0,30.0,134500.0,4483.0
3433,appartement,Marseille,9,4.0,3.0,80.0,421000.0,5262.0
3434,appartement,Marseille,9,3.0,2.0,69.0,314400.0,4556.0
3435,appartement,Marseille,16,2.0,1.0,43.0,116000.0,2697.0
3436,appartement,Marseille,6,3.0,0.0,56.0,371400.0,6632.0
3439,appartement,Marseille,8,4.0,2.0,89.2,525000.0,5885.0
3440,appartement,Marseille,6,4.0,0.0,77.0,516100.0,6702.0
3441,appartement,Marseille,1,1.0,0.0,20.0,66000.0,3300.0
3442,appartement,Marseille,5,2.0,1.0,34.0,159000.0,4676.0
3443,appartement,Marseille,8,3.0,2.0,120.0,790000.0,6583.0
3444,appartement,Marseille,6,4.0,0.0,78.0,550000.0,7051.0
3448,appartement,Marseille,6,4.0,0.0,78.0,535000.0,6858.0
3449,appartement,Marseille,6,6.0,5.0,200.0,720000.0,3600.0
3450,appartement,Marseille,13,2.0,1.0,41.0,89000.0,2170.0
3451,appartement,Marseille,8,4.0,3.0,77.0,280000.0,3636.0
3452,appartement,Marseille,6,4.0,0.0,78.0,565000.0,7243.0
3453,appartement,Marseille,14,1.0,0.0,18.0,28000.0,1555.0
3454,appartement,Marseille,9,3.0,2.0,52.15,214000.0,4103.0
3455,appartement,Marseille,4,3.0,2.0,49.3,189000.0,3833.0
3456,appartement,Marseille,5,3.0,2.0,55.76,185000.0,3317.0
3457,appartement,Marseille,7,4.0,3.0,143.0,509000.0,3559.0
3461,appartement,Marseille,6,1.0,0.0,24.0,199000.0,8291.0
3462,appartement,Marseille,16,4.0,2.0,125.0,629000.0,5032.0
3463,appartement,Marseille,2,4.0,2.0,125.0,629000.0,5032.0
3464,appartement,Marseille,8,5.0,4.0,186.0,2200000.0,11827.0
3465,appartement,Marseille,6,4.0,0.0,78.0,540000.0,6923.0
3467,appartement,Marseille,2,4.0,3.0,82.49,265000.0,3212.0
3468,appartement,Marseille,12,4.0,3.0,83.0,350788.0,4226.0
3469,appartement,Marseille,8,4.0,3.0,144.0,1600000.0,11111.0
3470,appartement,Marseille,8,4.0,2.0,146.0,865000.0,5924.0
3471,appartement,Marseille,11,2.0,1.0,25.0,95500.0,3820.0
3474,appartement,Marseille,2,1.0,0.0,37.36,180000.0,4817.0
3475,appartement,Marseille,8,3.0,2.0,64.0,369000.0,5765.0
3476,appartement,Marseille,8,4.0,3.0,173.0,1295000.0,7485.0
3477,appartement,Marseille,6,6.0,4.0,102.5,449000.0,4380.0
3480,appartement,Marseille,8,4.0,3.0,115.0,519000.0,4513.0
3481,appartement,Marseille,12,2.0,1.0,40.0,179000.0,4475.0
3482,appartement,Marseille,12,3.0,2.0,60.0,289000.0,4816.0
3484,appartement,Marseille,7,2.0,1.0,49.43,242500.0,4905.0
3485,appartement,Marseille,6,3.0,2.0,88.0,485000.0,5511.0
3486,appartement,Marseille,12,5.0,4.0,87.0,299000.0,3436.0
3487,appartement,Marseille,6,2.0,1.0,47.0,230000.0,4893.0
3488,appartement,Marseille,8,4.0,3.0,131.87,650000.0,4929.0
3490,appartement,Marseille,14,3.0,2.0,62.2,253000.0,4067.0
3491,appartement,Marseille,13,3.0,2.0,64.0,158000.0,2468.0
3492,appartement,Marseille,4,8.0,4.0,229.0,850000.0,3711.0
3493,appartement,Marseille,1,3.0,1.0,65.47,465000.0,7102.0
3495,appartement,Marseille,9,4.0,2.0,82.0,250000.0,3048.0
3496,appartement,Marseille,15,4.0,3.0,103.0,269000.0,2611.0
3497,appartement,Marseille,1,3.0,2.0,60.0,179000.0,2983.0
3498,appartement,Marseille,4,1.0,0.0,20.0,152100.0,7605.0
3499,appartement,Marseille,10,3.0,2.0,52.0,131000.0,2519.0
3501,appartement,Marseille,2,4.0,3.0,103.0,269000.0,2611.0
3503,appartement,Marseille,4,1.0,0.0,17.0,134700.0,7923.0
3504,appartement,Marseille,1,5.0,3.0,162.0,550000.0,3395.0
3505,appartement,Marseille,16,4.0,3.0,100.0,289000.0,2890.0
3506,appartement,Marseille,9,2.0,1.0,52.0,250000.0,4807.0
3509,appartement,Marseille,2,3.0,2.0,58.0,172000.0,2965.0
3510,appartement,Marseille,15,2.0,1.0,41.0,99900.0,2436.0
3511,appartement,Marseille,10,3.0,2.0,60.0,196000.0,3266.0
3512,appartement,Marseille,8,3.0,2.0,105.0,840000.0,8000.0
3513,appartement,Marseille,4,1.0,0.0,18.0,137220.0,7623.0
3515,appartement,Marseille,6,4.0,3.0,77.0,277000.0,3597.0
3516,appartement,Marseille,10,3.0,0.0,55.0,89000.0,1618.0
3517,appartement,Marseille,8,4.0,3.0,160.0,896000.0,5600.0
3518,appartement,Marseille,4,1.0,0.0,18.0,137220.0,7623.0
3522,appartement,Marseille,8,4.0,3.0,133.0,1260000.0,9473.0
3523,appartement,Marseille,4,1.0,0.0,17.0,134100.0,7888.0
3524,appartement,Marseille,14,4.0,3.0,74.0,79000.0,1067.0
3525,appartement,Marseille,5,2.0,1.0,45.0,149900.0,3331.0
3526,appartement,Marseille,2,3.0,2.0,55.0,367000.0,6672.0
3527,appartement,Marseille,8,3.0,1.0,156.0,635000.0,4070.0
3528,appartement,Marseille,4,1.0,0.0,17.0,135180.0,7951.0
3529,appartement,Marseille,8,4.0,3.0,105.0,805000.0,7666.0
3530,appartement,Marseille,12,4.0,3.0,82.0,270000.0,3292.0
3531,appartement,Marseille,4,4.0,2.0,87.0,419000.0,4816.0
3532,appartement,Marseille,1,7.0,4.0,180.0,1100000.0,6111.0
3533,appartement,Marseille,4,1.0,0.0,18.0,139860.0,7770.0
3534,appartement,Marseille,10,6.0,4.0,115.0,220000.0,1913.0
3535,appartement,Marseille,2,2.0,1.0,56.58,416000.0,7352.0
3537,appartement,Marseille,3,3.0,2.0,74.0,180000.0,2432.0
3538,appartement,Marseille,6,3.0,2.0,94.0,297000.0,3159.0
3539,appartement,Marseille,11,4.0,3.0,83.0,252000.0,3036.0
3540,appartement,Marseille,10,5.0,0.0,132.0,622200.0,4713.0
3541,appartement,Marseille,10,5.0,0.0,99.0,519600.0,5248.0
3542,appartement,Marseille,2,2.0,1.0,33.65,260000.0,7726.0
3543,appartement,Marseille,4,1.0,0.0,21.0,154500.0,7357.0
3544,appartement,Marseille,10,3.0,0.0,70.0,381000.0,5442.0
3545,appartement,Marseille,10,3.0,0.0,69.0,340351.0,4932.0
3546,appartement,Marseille,9,3.0,2.0,64.4,368000.0,5714.0
3547,appartement,Marseille,4,1.0,0.0,28.0,199740.0,7133.0
3548,appartement,Marseille,1,3.0,2.0,83.69,309000.0,3692.0
3549,appartement,Marseille,9,3.0,0.0,63.0,378600.0,6009.0
3550,appartement,Marseille,8,4.0,3.0,110.0,729000.0,6627.0
3551,appartement,Marseille,4,1.0,0.0,28.0,195060.0,6966.0
3552,appartement,Marseille,5,1.0,0.0,28.0,81090.0,2896.0
3553,appartement,Marseille,5,2.0,1.0,73.0,186000.0,2547.0
3554,appartement,Marseille,6,3.0,2.0,80.0,355000.0,4437.0
3555,appartement,Marseille,6,4.0,3.0,130.0,990000.0,7615.0
3556,appartement,Marseille,4,1.0,0.0,18.0,139860.0,7770.0
3557,appartement,Marseille,14,4.0,3.0,67.0,73000.0,1089.0
3558,appartement,Marseille,2,2.0,1.0,48.0,199000.0,4145.0
3559,appartement,Marseille,8,4.0,3.0,126.0,730000.0,5793.0
3560,appartement,Marseille,4,1.0,0.0,18.0,139860.0,7770.0
3561,appartement,Marseille,11,2.0,1.0,51.0,231900.0,4547.0
3563,appartement,Marseille,3,2.0,1.0,26.0,66000.0,2538.0
3564,appartement,Marseille,9,2.0,1.0,51.9,341000.0,6570.0
3565,appartement,Marseille,13,5.0,4.0,228.0,510000.0,2236.0
3566,appartement,Marseille,1,3.0,2.0,71.0,270000.0,3802.0
3567,appartement,Marseille,7,3.0,2.0,53.0,260000.0,4905.0
3568,appartement,Marseille,8,3.0,2.0,67.0,349000.0,5208.0
3569,appartement,Marseille,4,1.0,0.0,18.0,137340.0,7630.0
3570,appartement,Marseille,8,3.0,2.0,62.0,265000.0,4274.0
3571,appartement,Marseille,4,2.0,1.0,50.0,159000.0,3180.0
3572,appartement,Marseille,10,3.0,2.0,31.0,199000.0,6419.0
3574,appartement,Marseille,4,1.0,0.0,17.0,133740.0,7867.0
3575,appartement,Marseille,13,3.0,2.0,56.4,123000.0,2180.0
3576,appartement,Marseille,9,4.0,3.0,82.0,453000.0,5524.0
3577,appartement,Marseille,10,4.0,3.0,101.0,469000.0,4643.0
3579,appartement,Marseille,4,1.0,0.0,20.0,146580.0,7329.0
3580,appartement,Marseille,13,2.0,1.0,46.0,179000.0,3891.0
3581,appartement,Marseille,10,2.0,1.0,43.0,160000.0,3720.0
3582,appartement,Marseille,9,2.0,1.0,40.0,210000.0,5250.0
3583,appartement,Marseille,8,3.0,2.0,120.0,1590000.0,13250.0
3584,appartement,Marseille,4,1.0,0.0,17.0,132660.0,7803.0
3585,appartement,Marseille,11,3.0,2.0,55.0,169000.0,3072.0
3586,appartement,Marseille,11,3.0,2.0,66.0,123000.0,1863.0
3588,appartement,Marseille,4,1.0,0.0,17.0,137220.0,8071.0
3589,appartement,Marseille,12,1.0,1.0,22.0,80000.0,3636.0
3590,appartement,Marseille,10,4.0,3.0,86.0,220000.0,2558.0
3591,appartement,Marseille,1,2.0,1.0,51.0,240000.0,4705.0
3592,appartement,Marseille,14,5.0,4.0,95.0,180000.0,1894.0
3593,appartement,Marseille,8,5.0,3.0,120.0,750000.0,6250.0
3594,appartement,Marseille,9,4.0,3.0,96.0,565000.0,5885.0
3595,appartement,Marseille,9,3.0,2.0,83.0,255000.0,3072.0
3596,appartement,Marseille,8,5.0,3.0,95.0,264000.0,2778.0
3597,appartement,Marseille,4,1.0,0.0,28.0,199740.0,7133.0
3598,appartement,Marseille,2,3.0,2.0,53.0,180000.0,3396.0
3599,appartement,Marseille,9,5.0,3.0,97.0,239000.0,2463.0
3600,appartement,Marseille,6,3.0,2.0,85.0,499000.0,5870.0
3601,appartement,Marseille,4,1.0,0.0,17.0,135180.0,7951.0
3602,appartement,Marseille,10,3.0,2.0,75.0,182000.0,2426.0
3603,appartement,Marseille,4,8.0,5.0,255.0,800000.0,3137.0
3604,appartement,Marseille,1,3.0,2.0,71.0,270000.0,3802.0
3606,appartement,Marseille,4,1.0,0.0,19.0,142980.0,7525.0
3608,appartement,Marseille,7,2.0,1.0,50.0,300000.0,6000.0
3609,appartement,Marseille,1,3.0,2.0,66.0,290000.0,4393.0
3611,appartement,Marseille,4,1.0,0.0,29.0,205620.0,7090.0
3612,appartement,Marseille,2,1.0,1.0,21.0,82114.0,3910.0
3613,appartement,Marseille,11,4.0,3.0,67.0,149000.0,2223.0
3615,appartement,Marseille,7,2.0,1.0,60.0,630000.0,10500.0
3616,appartement,Marseille,4,1.0,0.0,28.0,199740.0,7133.0
3617,appartement,Marseille,14,3.0,2.0,56.0,170000.0,3035.0
3618,appartement,Marseille,8,5.0,4.0,130.0,615000.0,4730.0
3619,appartement,Marseille,4,2.0,1.0,34.0,98000.0,2882.0
3621,appartement,Marseille,8,4.0,2.0,132.0,690000.0,5227.0
3622,appartement,Marseille,2,3.0,2.0,84.0,345000.0,4107.0
3623,appartement,Marseille,11,3.0,2.0,57.0,157500.0,2763.0
3626,appartement,Marseille,4,1.0,0.0,37.0,245940.0,6647.0
3627,appartement,Marseille,4,3.0,2.0,85.0,176000.0,2070.0
3628,appartement,Marseille,13,3.0,2.0,65.0,120000.0,1846.0
3630,appartement,Marseille,4,1.0,0.0,20.0,152100.0,7605.0
3631,appartement,Marseille,11,3.0,0.0,61.0,314000.0,5147.0
3632,appartement,Marseille,13,3.0,2.0,54.0,210000.0,3888.0
3633,appartement,Marseille,8,4.0,3.0,95.86,880000.0,9180.0
3634,appartement,Marseille,4,1.0,0.0,17.0,131940.0,7761.0
3635,appartement,Marseille,9,2.0,1.0,50.0,180000.0,3600.0
3636,appartement,Marseille,9,3.0,2.0,65.0,350000.0,5384.0
3637,appartement,Marseille,4,1.0,0.0,18.0,139740.0,7763.0
3638,appartement,Marseille,8,4.0,0.0,102.0,800000.0,7843.0
3639,appartement,Marseille,11,3.0,2.0,62.11,288000.0,4636.0
3640,appartement,Marseille,8,3.0,2.0,58.0,279000.0,4810.0
3641,appartement,Marseille,2,4.0,3.0,79.0,480000.0,6075.0
3642,appartement,Marseille,4,1.0,0.0,37.0,245820.0,6643.0
3644,appartement,Marseille,8,3.0,2.0,91.09,390000.0,4281.0
3645,appartement,Marseille,8,1.0,0.0,22.82,95000.0,4163.0
3646,appartement,Marseille,5,4.0,3.0,108.0,581000.0,5379.0
3647,appartement,Marseille,9,4.0,3.0,94.0,550000.0,5851.0
3648,appartement,Marseille,1,3.0,2.0,76.0,295000.0,3881.0
3649,appartement,Marseille,6,2.0,1.0,42.0,143000.0,3404.0
3650,appartement,Marseille,8,4.0,3.0,122.0,555000.0,4549.0
3651,appartement,Marseille,12,5.0,4.0,104.0,369000.0,3548.0
3652,appartement,Marseille,4,1.0,0.0,17.0,136980.0,8057.0
3653,appartement,Marseille,10,3.0,2.0,69.0,209000.0,3028.0
3654,appartement,Marseille,7,3.0,2.0,40.0,219000.0,5475.0
3655,appartement,Marseille,9,6.0,4.0,161.0,750000.0,4658.0
3656,appartement,Marseille,4,1.0,0.0,19.0,142860.0,7518.0
3657,appartement,Marseille,4,4.0,3.0,111.0,399000.0,3594.0
3658,appartement,Marseille,10,3.0,2.0,70.0,353800.0,5054.0
3659,appartement,Marseille,4,1.0,0.0,19.0,142980.0,7525.0
3660,appartement,Marseille,2,3.0,2.0,47.0,185000.0,3936.0
3661,appartement,Marseille,4,1.0,0.0,27.0,188580.0,6984.0
3662,appartement,Marseille,11,3.0,2.0,56.0,149000.0,2660.0
3663,appartement,Marseille,8,3.0,2.0,57.0,289000.0,5070.0
3664,appartement,Marseille,11,4.0,2.0,67.0,150000.0,2238.0
3667,appartement,Marseille,11,3.0,2.0,62.0,288000.0,4645.0
3670,appartement,Marseille,6,2.0,1.0,55.0,279000.0,5072.0
3671,appartement,Marseille,11,4.0,0.0,80.0,225000.0,2812.0
3672,appartement,Marseille,9,3.0,1.0,58.0,145000.0,2500.0
3673,appartement,Marseille,6,3.0,2.0,41.0,179000.0,4365.0
3674,appartement,Marseille,4,1.0,0.0,19.0,142980.0,7525.0
3677,appartement,Marseille,4,1.0,0.0,27.0,188580.0,6984.0
3678,appartement,Marseille,15,3.0,2.0,70.0,129000.0,1842.0
3679,appartement,Marseille,9,4.0,3.0,88.0,288000.0,3272.0
3680,appartement,Marseille,2,3.0,2.0,75.45,265900.0,3524.0
3681,appartement,Marseille,8,4.0,3.0,202.0,1530000.0,7574.0
3683,appartement,Marseille,13,1.0,0.0,31.96,155000.0,4849.0
3684,appartement,Marseille,8,4.0,3.0,120.0,780000.0,6500.0
3685,appartement,Marseille,8,6.0,4.0,197.0,895000.0,4543.0
3688,appartement,Marseille,4,2.0,1.0,36.0,75000.0,2083.0
3689,appartement,Marseille,7,1.0,0.0,26.66,126500.0,4744.0
3690,appartement,Marseille,2,4.0,3.0,104.0,990000.0,9519.0
3693,appartement,Marseille,4,3.0,2.0,78.5,289000.0,3681.0
3694,appartement,Marseille,9,4.0,3.0,78.0,448000.0,5743.0
3696,appartement,Marseille,4,4.0,3.0,81.0,200000.0,2469.0
3698,appartement,Marseille,5,2.0,1.0,36.52,132000.0,3614.0
3699,appartement,Marseille,10,4.0,3.0,62.0,98000.0,1580.0
3701,appartement,Marseille,11,3.0,2.0,68.0,192000.0,2823.0
3702,appartement,Marseille,10,3.0,2.0,63.63,243000.0,3818.0
